SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,LATITUDE,LONGITUDE
PAST SALE,December-10-2019,Single Family Residential,13602 Terminal Ave,Cleveland,OH,44135,43000,3,1,Liberty,1221,4791,1951,420,35,0,Sold,41.4393316,-81.7861567
PAST SALE,December-30-2020,Single Family Residential,4334 W 138th St,Cleveland,OH,44135,115000,3,2,Liberty,1116,4791,1943,34,103,0,Sold,41.4363397,-81.7886358
PAST SALE,March-2-2020,Single Family Residential,12618 Mcgowan Ave,Cleveland,OH,44135,85000,3,2,Drexel Park,1224,3920,1965,337,69,0,Sold,41.4295313,-81.7773581
PAST SALE,August-7-2020,Single Family Residential,13408 Kirton Ave,Cleveland,OH,44135,82500,3,1,Cleveland,876,5227,1950,179,94,0,Sold,41.4284632,-81.7835784
PAST SALE,October-31-2019,Single Family Residential,13307 Puritas Ave,Cleveland,OH,44135,94800,4,1,Scott-Hall Clark 02,1152,9583,1954,460,82,0,Sold,41.4331437,-81.7832946
PAST SALE,July-22-2020,Single Family Residential,13509 Carrington Ave,Cleveland,OH,44135,69000,2,1,Scott Hall Clark Co,675,4791,1946,195,102,0,Sold,41.4274237,-81.785345
PAST SALE,August-20-2020,Single Family Residential,13621 Carrington Ave,Cleveland,OH,44135,62500,2,1,Settlement Road 01,812,4791,1956,166,77,0,Sold,41.4274233,-81.7869683
PAST SALE,September-21-2020,Single Family Residential,13613 Crossburn Ave,Cleveland,OH,44135,60000,3,1,Clark Manchester,1038,5662,1942,134,58,0,Sold,41.4249304,-81.7868829
PAST SALE,September-14-2020,Single Family Residential,12902 Kirton Ave,Cleveland,OH,44135,120000,4,2,Clark Manchester,1349,16988,1929,141,89,0,Sold,41.428665,-81.7788089
PAST SALE,May-7-2020,Single Family Residential,13406 Wainfleet Ave,Cleveland,OH,44135,28000,2,1,Cleveland,696,5227,1952,271,40,0,Sold,41.4293113,-81.7845761
PAST SALE,December-6-2019,Single Family Residential,4407 Woodway Ave,Parma,OH,44134,76000,3,2,State Brook,1003,4791,1955,424,76,0,Sold,41.4166343,-81.7152971
PAST SALE,June-26-2020,Single Family Residential,5031 Devon Dr,North Olmsted,OH,44070,205000,4,2.5,Sherwood Estates,1762,11325,1962,221,116,0,Sold,41.4164592,-81.9403322
PAST SALE,September-25-2020,Single Family Residential,4989 Lansing Dr,North Olmsted,OH,44070,270000,5,3,Portor Road Acre,3546,28749,1974,130,76,0,Sold,41.4190726,-81.9404889
PAST SALE,June-15-2020,Single Family Residential,4658 Camellia Ln,North Olmsted,OH,44070,198000,5,2.5,North Olmsted,2282,9583,1969,232,87,0,Sold,41.4213113,-81.9347052
PAST SALE,November-26-2019,Single Family Residential,5590 Pheasants Walk Dr,North Olmsted,OH,44070,330000,4,2.5,Pheasant Walks,3276,13068,1991,434,101,0,Sold,41.4088369,-81.946108
PAST SALE,March-27-2020,Single Family Residential,18513 Rockland Ave,Cleveland,OH,44135,80000,2,1,Riverview,840,4791,1947,312,95,0,Sold,41.4289424,-81.8294277
PAST SALE,June-26-2020,Single Family Residential,4550 W 174th St,Cleveland,OH,44135,134000,4,1.5,Riverside Park Resub,1428,6534,1970,221,94,0,Sold,41.4310625,-81.8183159
PAST SALE,October-12-2020,Single Family Residential,18601 Puritas Ave,Cleveland,OH,44135,99535,3,2,Rocky River,1251,5662,1938,113,80,0,Sold,41.4339009,-81.8292459
PAST SALE,November-21-2019,Single Family Residential,17010 Elsienna Ave,Cleveland,OH,44135,134900,4,2,Freeluce Land & Bldg Cos Rock,1254,6098,1924,439,108,0,Sold,41.4382869,-81.8166506
PAST SALE,June-12-2020,Single Family Residential,1630 Winton Ave,Lakewood,OH,44107,317500,4,2.5,Mathew & Gilbert,2120,4356,1919,235,150,0,Sold,41.478989,-81.815162
PAST SALE,September-8-2020,Single Family Residential,17828 Lake Rd,Lakewood,OH,44107,1050000,5,5,Clifton Park,6105,22651,1973,147,172,166,Sold,41.4922768,-81.8253176
PAST SALE,April-17-2020,Single Family Residential,1537 Cordova Ave,Lakewood,OH,44107,183000,3,1,Lakewood,1388,4356,1909,291,132,0,Sold,41.4815476,-81.8155404
PAST SALE,June-1-2020,Single Family Residential,17440 Lake Ave,Lakewood,OH,44107,462000,3,4.5,Matthews & Gilberts Sub #5,2565,10454,1915,246,180,0,Sold,41.4930243,-81.8182494
PAST SALE,March-31-2020,Single Family Residential,1585 Cordova Ave,Lakewood,OH,44107,184900,2,1.5,Mathews & Gilberts 03,1175,4356,1945,308,157,0,Sold,41.4802203,-81.8155724
PAST SALE,November-25-2020,Single Family Residential,1436 Larchmont Ave,Lakewood,OH,44107,290000,4,1.5,Mathew & Gilbert,1428,4356,1906,69,203,0,Sold,41.4842818,-81.8168641
PAST SALE,December-4-2020,Single Family Residential,1476 Larchmont Ave,Lakewood,OH,44107,230000,3,1,Mathews & Gilberts 03,1152,4356,1909,60,200,0,Sold,41.4831979,-81.8169068
PAST SALE,December-8-2020,Single Family Residential,1523 Spring Garden Ave,Lakewood,OH,44107,215000,3,2,Lakewood,1360,3920,1917,56,158,0,Sold,41.4815995,-81.818444
PAST SALE,March-31-2020,Single Family Residential,10201 Cliff Dr,Cleveland,OH,44102,875000,4,3.5,Edgewater Cliff,2948,13939,1925,308,297,0,Sold,41.4883847,-81.7538552
PAST SALE,September-24-2020,Single Family Residential,10302 Edgewater Dr,Cleveland,OH,44102,700000,4,4,Cleveland,4067,15681,1935,131,172,0,Sold,41.4879089,-81.7547954
PAST SALE,October-29-2020,Single Family Residential,1466 Grace Ave,Lakewood,OH,44107,465000,5,3.5,Lakewood,3608,10454,1914,96,129,0,Sold,41.4827007,-81.7806459
PAST SALE,May-18-2020,Single Family Residential,1959 Bradley Rd,Westlake,OH,44145,330000,4,2,Westlake,2535,22651,1923,260,130,0,Sold,41.4597513,-81.9603217
PAST SALE,July-9-2020,Single Family Residential,30914 Kilgour Dr,Westlake,OH,44145,500000,3,3.5,Glens 02,3200,13503,2002,208,156,50,Sold,41.4635459,-81.9623672
PAST SALE,July-10-2020,Single Family Residential,31175 Detroit Rd,Westlake,OH,44145,279900,5,2.5,Dover,2556,26136,1979,207,110,0,Sold,41.4591535,-81.9645405
PAST SALE,May-13-2019,Single Family Residential,28044 Settlers Reserve Way,Westlake,OH,44145,360000,4,2.5,Rockport Dev Corp,2652,14374,1978,631,136,0,Sold,41.4610185,-81.9341084
PAST SALE,September-11-2020,Single Family Residential,2305 Woodmill Dr,Westlake,OH,44145,408300,4,4,Settlers Reserve,3152,6534,1996,144,130,0,Sold,41.4543355,-81.9418236
PAST SALE,March-27-2019,Single Family Residential,17508 Franklin Ave,Lakewood,OH,44107,181590,3,1,Lakewood,1340,4356,1938,678,136,0,Sold,41.4801061,-81.8181878
PAST SALE,August-18-2020,Single Family Residential,4298 W 215th St,Fairview Park,OH,44126,220000,4,1.5,Morningside Park,1620,9583,1949,168,136,0,Sold,41.4449257,-81.8594445
PAST SALE,December-19-2019,Single Family Residential,4340 Fulton Rd,Cleveland,OH,44144,80000,3,1,Memphis Heights,1000,5227,1941,411,80,0,Sold,41.438342,-81.7237628
PAST SALE,December-9-2020,Single Family Residential,4321 W 50,Cleveland,OH,44144,135000,3,2,Cleveland,1040,4356,1924,55,130,0,Sold,41.4388517,-81.7205989
PAST SALE,July-22-2020,Single Family Residential,12987 Lake Ave,Lakewood,OH,44107,429900,5,3,Rockport Sec 21,3942,11325,1923,195,109,0,Sold,41.4916552,-81.7822229
PAST SALE,November-9-2020,Single Family Residential,1247 Thoreau Rd,Lakewood,OH,44107,250000,3,1.5,J A Zangerle,1812,7840,1914,85,138,0,Sold,41.4887763,-81.7787662
PAST SALE,December-11-2020,Single Family Residential,3474 W 135th St,Cleveland,OH,44111,93350,3,1,Halloway,1040,5227,1854,53,90,0,Sold,41.4579455,-81.7853176
PAST SALE,October-2-2019,Single Family Residential,17314 Milburn Ave,Cleveland,OH,44135,110000,3,1,Rockport Homes,1666,6534,1931,489,66,0,Sold,41.436265,-81.8182024
PAST SALE,December-4-2020,Single Family Residential,17210 Bradgate Ave,Cleveland,OH,44111,242500,4,2,Hazel Ave,1726,8712,1925,60,140,0,Sold,41.4478611,-81.8188069
PAST SALE,September-25-2019,Single Family Residential,3760 Bosworth Rd,Cleveland,OH,44111,60000,4,1,Linndale,1288,11325,1910,496,47,0,Sold,41.4500839,-81.762904
PAST SALE,October-9-2020,Single Family Residential,3646 W 104 St,Cleveland,OH,44111,66000,2,1,Cleveland,905,4356,1924,116,73,0,Sold,41.4530375,-81.7584706
PAST SALE,August-11-2020,Single Family Residential,6014 Burns Rd,North Olmsted,OH,44070,165000,3,1,Olmsted 06,1060,7840,1954,175,156,0,Sold,41.4029639,-81.9280972
PAST SALE,September-29-2020,Single Family Residential,5958 Dorothy Dr,North Olmsted,OH,44070,237500,3,1.5,North Olmsted,2080,18295,1973,126,114,0,Sold,41.4033326,-81.9317893
PAST SALE,December-13-2019,Single Family Residential,6136 Croton Dr,North Olmsted,OH,44070,180000,3,2.5,Olmsted Wood,2204,10890,1973,417,82,0,Sold,41.4010697,-81.9241107
PAST SALE,April-29-2020,Single Family Residential,5950 Louis Dr,North Olmsted,OH,44070,155000,3,2,Miller,1526,15245,1949,279,102,0,Sold,41.4034164,-81.9196124
PAST SALE,November-27-2019,Single Family Residential,2195 Elmwood Dr,Westlake,OH,44145,289900,4,2.5,Berkely Estate,2580,13939,1976,433,112,0,Sold,41.4569072,-81.9154336
PAST SALE,May-13-2020,Single Family Residential,1955 Newbury Dr,Westlake,OH,44145,515000,4,4,Westlake,3042,52272,1977,265,169,0,Sold,41.4589974,-81.9059665
PAST SALE,August-5-2020,Single Family Residential,1664 Beethoven Dr,Westlake,OH,44145,333000,4,2.5,West Ridge,2534,14810,1970,181,131,33,Sold,41.4628323,-81.9162864
PAST SALE,July-16-2020,Single Family Residential,27996 Terrace Dr,North Olmsted,OH,44070,211000,4,1.5,Thomas J Catalano Assembly,2272,18295,1973,201,93,0,Sold,41.3966114,-81.9317636
PAST SALE,August-14-2020,Single Family Residential,6528 Louann Dr,North Olmsted,OH,44070,219500,4,2.5,Engoglia,2412,10890,1965,172,91,0,Sold,41.3958038,-81.9318915
PAST SALE,December-5-2019,Single Family Residential,4612 W 228 St,Fairview Park,OH,44126,181000,3,2.5,Fairview Park,1366,7840,1948,425,133,0,Sold,41.4345299,-81.8735152
PAST SALE,September-19-2019,Single Family Residential,1795 W 52nd St,Cleveland,OH,44102,222000,3,2.5,Schmidt,2000,5227,1910,502,111,0,Sold,41.4828064,-81.7222236
PAST SALE,December-4-2019,Single Family Residential,1892 W 44th St,Cleveland,OH,44113,309000,2,1.5,Ohio City,1873,3920,1873,426,165,0,Sold,41.4821932,-81.7167685
PAST SALE,October-9-2020,Single Family Residential,2821 York Ave,Cleveland,OH,44113,290000,3,2,York,1280,4791,1905,116,227,0,Sold,41.4794065,-81.7031099
PAST SALE,May-22-2020,Single Family Residential,4424 Bridge Ave,Cleveland,OH,44113,290000,2,2,Benedict & Roots Allotment,1340,2613,1900,256,216,0,Sold,41.48084,-81.717443
PAST SALE,September-21-2020,Single Family Residential,2058 W 44th St,Cleveland,OH,44113,355000,3,3,Mueller & Meyers Peach Orchar,2116,3920,1905,134,168,0,Sold,41.477595,-81.7166861
PAST SALE,November-10-2020,Single Family Residential,3132 W 48th St,Cleveland,OH,44102,65000,3,2,Cleveland,1020,5227,1890,84,64,0,Sold,41.4687225,-81.7201714
PAST SALE,April-24-2020,Single Family Residential,2203 Seymour Ave,Cleveland,OH,44113,105750,2,1.5,Stone,1112,3920,1890,284,95,0,Sold,41.4725014,-81.6978067
PAST SALE,September-25-2020,Single Family Residential,1952 Columbus Rd,Cleveland,OH,44113,430000,3,2.5,Duck Island - Irishtown Bend,2520,3920,1975,130,171,0,Sold,41.4866703,-81.7007791
PAST SALE,October-9-2020,Single Family Residential,1837 W 50th St,Cleveland,OH,44102,285000,2,1.5,Benedict & Root,1554,3920,1910,116,183,0,Sold,41.4820182,-81.7209837
PAST SALE,April-13-2020,Single Family Residential,4226 Fulton Ct,Cleveland,OH,44113,153500,2,2,Barber & Lords,800,1742,1900,295,192,0,Sold,41.4805826,-81.7151006
PAST SALE,December-28-2020,Single Family Residential,2055 W 38 St,Cleveland,OH,44113,381554,2,3,Cleveland,1757,3920,2003,36,217,0,Sold,41.4800189,-81.711577
PAST SALE,November-18-2020,Single Family Residential,2225 W 41st St,Cleveland,OH,44113,270900,2,2.5,Jackson,1577,3049,2001,76,172,0,Sold,41.4770678,-81.7132396
PAST SALE,August-28-2019,Single Family Residential,4596 W 56th St,Cleveland,OH,44144,65159,3,1,Cleveland,954,4791,1950,524,68,0,Sold,41.431251,-81.7250881
PAST SALE,October-9-2020,Single Family Residential,5101 Vandalia Ave,Cleveland,OH,44144,145000,4,2,H A Kangessers Garden Allotment,1841,5662,1931,116,79,0,Sold,41.426806,-81.7212289
PAST SALE,November-10-2020,Single Family Residential,4624 Wichita Ave,Cleveland,OH,44144,80000,3,1.5,Brooklyn Ridge Subdivision,990,5227,1962,84,81,0,Sold,41.4332854,-81.7182901
PAST SALE,November-16-2020,Single Family Residential,5107 Ira Ave,Cleveland,OH,44144,138150,4,2.5,Forestdale Allotment,1885,7840,1927,78,73,0,Sold,41.4278652,-81.7212403
PAST SALE,March-10-2020,Single Family Residential,2906 Brookview Blvd,Parma,OH,44134,92000,3,1,Homesite,1120,4356,1962,329,82,0,Sold,41.4177538,-81.7038952
PAST SALE,October-31-2019,Single Family Residential,1479 Bunts Rd,Lakewood,OH,44107,285000,4,2.5,Lakewood,2025,5227,1935,460,141,0,Sold,41.4832269,-81.7892105
PAST SALE,April-2-2020,Single Family Residential,1615 Lewis Dr,Lakewood,OH,44107,210000,3,2,Lakewood,1628,6969,1920,306,129,0,Sold,41.4792537,-81.7850887
PAST SALE,November-2-2020,Single Family Residential,1333 W 111th St,Cleveland,OH,44102,246000,4,2,Clifton Edgewater,2632,6098,1900,92,93,0,Sold,41.4839544,-81.7629574
PAST SALE,October-19-2020,Single Family Residential,1304 W 87th St,Cleveland,OH,44102,142000,4,2,Davis,1372,3920,1910,106,103,0,Sold,41.4830176,-81.7443992
PAST SALE,November-5-2020,Single Family Residential,3239 Berea Rd,Cleveland,OH,44111,100000,3,1,Lorain Villas,1534,4791,1930,89,65,0,Sold,41.4642903,-81.7827283
PAST SALE,April-30-2020,Single Family Residential,3309 W 126th St,Cleveland,OH,44111,120000,3,1.5,Lenox Park,1460,3920,1919,278,82,0,Sold,41.4624542,-81.7765873
PAST SALE,August-22-2019,Single Family Residential,15027 Merrimeade Dr,Cleveland,OH,44111,180000,4,2.5,A E Meades,1684,5227,1934,530,107,0,Sold,41.4536851,-81.8027292
PAST SALE,June-11-2020,Single Family Residential,3687 Warren Rd,Cleveland,OH,44111,205000,3,1.5,A S Meades,1370,5662,1938,236,150,0,Sold,41.4548408,-81.80154
PAST SALE,July-10-2020,Single Family Residential,15102 Rosemary Ave,Cleveland,OH,44111,220000,3,1.5,H A Stahl Properties Cos Warr,1472,6098,1940,207,149,0,Sold,41.4597353,-81.8031563
PAST SALE,October-16-2020,Single Family Residential,3626 Warren Rd,Cleveland,OH,44111,315000,4,4,S H Kleinman Realty Cos Zenit,2100,4791,1929,109,150,0,Sold,41.4558693,-81.8029404
PAST SALE,November-10-2020,Single Family Residential,3570 W 159th St,Cleveland,OH,44111,195000,3,2,Elmwood,1311,6534,1924,84,149,0,Sold,41.4562447,-81.8102881
PAST SALE,January-6-2021,Single Family Residential,15617 Greenway Rd,Cleveland,OH,44111,200000,3,1.5,West Park,1344,4356,1927,27,149,0,Sold,41.456568,-81.8066582
PAST SALE,November-18-2020,Single Family Residential,3616 W 147th St,Cleveland,OH,44111,130000,4,1.5,Attica,1420,6969,1928,76,92,0,Sold,41.4543843,-81.7989281
PAST SALE,December-17-2020,Single Family Residential,3634 W 104th St,Cleveland,OH,44111,113000,3,1,Cown,1560,4356,1929,47,72,0,Sold,41.4533512,-81.7585133
PAST SALE,March-27-2020,Single Family Residential,2238 Arthur Ave,Lakewood,OH,44107,205000,3,1,Arthur Heights,1388,4791,1929,312,148,0,Sold,41.4707153,-81.8050674
PAST SALE,August-30-2019,Single Family Residential,15610 Lakewood Heights Blvd,Lakewood,OH,44107,215000,4,2,Lakewood,1436,4791,1922,522,150,0,Sold,41.4705985,-81.806829
PAST SALE,September-3-2020,Single Family Residential,14930 Lakewood Heights Blvd,Lakewood,OH,44107,380000,5,3,Arthur Heights 02,2249,4791,1925,152,169,0,Sold,41.4705101,-81.8017896
PAST SALE,September-16-2020,Single Family Residential,1434 Rosewood Ave,Lakewood,OH,44107,325000,3,1.5,Lakewood,1642,4791,1910,139,198,0,Sold,41.484102,-81.8083664
PAST SALE,July-16-2020,Single Family Residential,1478 Mars Ave,Lakewood,OH,44107,375000,3,2.5,Mars E Wagar Sub Sec #22,2100,6969,1914,201,179,0,Sold,41.4827396,-81.8039677
PAST SALE,August-13-2020,Single Family Residential,1643 Woodward Ave,Lakewood,OH,44107,206213,4,1,Lakewood,1454,5227,1919,173,142,0,Sold,41.4784987,-81.8114411
PAST SALE,January-8-2021,Single Family Residential,1535 Lauderdale Ave,Lakewood,OH,44107,185000,3,1,Mathews & Gilberts 02,1222,3920,1919,25,151,0,Sold,41.4814986,-81.8136295
PAST SALE,November-13-2020,Single Family Residential,2080 Warren Rd,Lakewood,OH,44107,238000,3,1.5,Rockport Sec 19,1707,8276,1903,81,139,0,Sold,41.4749794,-81.8007646
PAST SALE,August-7-2020,Single Family Residential,2321 Niagara Dr,Lakewood,OH,44107,165000,4,2,Mars Wagar Realty Cos Indian,1446,6098,1922,179,114,0,Sold,41.4686899,-81.8170776
PAST SALE,October-27-2020,Single Family Residential,1612 Cordova Ave,Lakewood,OH,44107,240000,4,2,Mathew & Gilbert,1500,4356,1905,98,160,0,Sold,41.479449,-81.8160528
PAST SALE,July-7-2020,Single Family Residential,19408 Kilson Ave,Cleveland,OH,44135,138000,3,1.5,Thomson-Apelt Sub,1516,10454,1963,210,91,0,Sold,41.4303172,-81.8367594
PAST SALE,October-28-2019,Single Family Residential,19302 Davinwood Dr,Cleveland,OH,44135,155000,3,2,Metropolitan View Sub #2,1512,11325,1963,463,103,0,Sold,41.438244,-81.8345099
PAST SALE,December-11-2020,Single Family Residential,4312 W 197 St,Cleveland,OH,44135,171000,3,2,Cleveland,1276,10454,1982,53,134,0,Sold,41.4376129,-81.8393633
PAST SALE,September-15-2020,Single Family Residential,4207 W 48th St,Cleveland,OH,44144,126000,3,1,Theodore Kuntz Investment,1189,4791,1924,140,106,0,Sold,41.4419942,-81.7188062
PAST SALE,December-3-2020,Single Family Residential,4080 W 49th St,Cleveland,OH,44144,147000,3,2,Brooklyn Parkview Realty Cos,1275,4791,1922,61,115,0,Sold,41.4455201,-81.7204279
PAST SALE,September-25-2020,Single Family Residential,3629 W 47th Pl,Cleveland,OH,44102,93500,4,1,T I Kerns Allotment,1363,2178,1920,130,69,0,Sold,41.4556646,-81.7189314
PAST SALE,February-21-2020,Single Family Residential,3558 W 44th St,Cleveland,OH,44109,89300,3,2,Cleveland,1440,4791,1913,347,62,0,Sold,41.4574394,-81.7166485
PAST SALE,December-6-2019,Single Family Residential,15738 Leigh Ellen Ave,Cleveland,OH,44135,69937,2,1,Merrick-Kleist Puritas Gardens Su,728,6098,1954,424,96,0,Sold,41.4357277,-81.8084198
PAST SALE,February-24-2020,Single Family Residential,4485 W 156th St,Cleveland,OH,44135,90000,3,1.5,Cleveland,912,10454,1955,344,99,0,Sold,41.4324457,-81.8050354
PAST SALE,July-30-2020,Single Family Residential,4125 W 160th St,Cleveland,OH,44135,195000,4,2,Riverside Manor,1394,4791,1936,187,140,0,Sold,41.4424062,-81.8090497
PAST SALE,September-3-2019,Single Family Residential,14825 Terminal Ave,Cleveland,OH,44135,165000,3,2,Freeway Gardens Sub,1251,6534,1966,518,132,0,Sold,41.4395091,-81.8000385
PAST SALE,September-12-2019,Single Family Residential,4509 W 149th St,Cleveland,OH,44135,92000,3,1.5,S H Kleinmans Glenmore Gardens Su,1428,4791,1946,509,64,0,Sold,41.431927,-81.7999531
PAST SALE,April-14-2020,Single Family Residential,17007 Woodbury Ave,Cleveland,OH,44135,185000,4,2,Rockport Homes,1531,9147,1928,294,121,0,Sold,41.4399656,-81.8167853
PAST SALE,December-8-2020,Single Family Residential,15315 Puritas Ave,Cleveland,OH,44135,55000,2,1.5,Milan Hayden,1131,6098,1950,56,49,0,Sold,41.4334717,-81.803626
PAST SALE,December-23-2020,Single Family Residential,4517 W 174th St,Cleveland,OH,44135,84900,3,1,Cleveland,1113,4791,1940,41,76,0,Sold,41.4319196,-81.8178035
PAST SALE,December-21-2020,Single Family Residential,16514 Sedalia Ave,Cleveland,OH,44135,210000,3,1.5,Riverside Drive,1684,5227,1930,43,125,0,Sold,41.442585,-81.8126948
PAST SALE,May-22-2020,Single Family Residential,24861 Antler Dr,North Olmsted,OH,44070,180000,3,1.5,Manning & Campbell 08,1586,8712,1968,256,113,0,Sold,41.435441,-81.8969673
PAST SALE,August-10-2020,Single Family Residential,5619 Merkle Ave,Parma,OH,44129,150000,3,1.5,Jacob Merkles,1220,11325,1949,176,123,0,Sold,41.4175854,-81.7247033
PAST SALE,September-2-2020,Single Family Residential,3117 Joslyn Rd,Cleveland,OH,44111,110000,3,1,Union Properties Inc,1080,6534,1942,153,102,0,Sold,41.4684067,-81.7848751
PAST SALE,June-26-2019,Single Family Residential,3320 W 144th St,Cleveland,OH,44111,91500,2,1,Cleveland,1000,21780,1948,587,92,0,Sold,41.462461,-81.7945715
PAST SALE,October-28-2020,Single Family Residential,3111 Joslyn Rd,Cleveland,OH,44111,128500,3,1,Union Properties,1080,6534,1942,97,119,0,Sold,41.468526,-81.784779
PAST SALE,February-15-2019,Single Family Residential,2103 West Blvd,Cleveland,OH,44102,160000,5,1.5,West Blvd,2309,7405,1925,718,69,0,Sold,41.4741894,-81.7550945
PAST SALE,September-22-2020,Single Family Residential,9516 Kirkwood Ave,Cleveland,OH,44102,60000,3,2,G W Fackler & S W Johnsons Su,1008,4356,1900,133,60,0,Sold,41.476344,-81.749293
